SIM
0.552555
0.7597656
0.79902744
0.7089644
0.7561583
0.8413584
0.3530174
0.9123684
0.49870455
0.612783
0.9001515
0.7686942
0.94688696
0.24188857
0.23907845
0.76963097
0.6810228
0.2527304
0.3067004
0.5495257
0.8541534
0.8358777
0.7672393
0.6197784
0.44066885
0.22999044
0.8622848
0.48726484
0.4802495
0.62262833
0.7641701
0.86477596
0.83577806
0.3463409
0.8737843
0.805963
0.42295122
0.35132334
0.9136042
0.7268615
0.5135722
0.78722894
0.7320233
0.90640944
0.8973015
0.24481824
0.27393574
0.5007972
0.7239716
0.6669324
0.78930163
0.7189692
0.24617349
0.24774794
0.7878468
0.5983937
0.23822147
0.288066
0.2663624
0.87858737
0.88725686
0.18321508
0.86395884
0.89437187
0.9008888
0.7916534
0.8361966
0.92851156
0.87256855
0.9372808
0.148298
0.30086097
0.95151067
0.21743463
0.77513146
0.83209103
0.44467476
0.877551
0.6402862
0.91131216
0.70733017
0.284658
0.2929488
0.71428573
0.18126196
0.14602599
0.67729586
0.6612723
0.6701411
0.36393893
0.66914463
0.9575495
0.4797712
0.8685028
0.68821746
0.38709742
0.7237923
0.8678452
0.7286352
0.9411671
0.7956394
0.3995137
0.91151154
0.8597736
0.6201172
0.4904536
0.54789144
0.77780217
0.4986049
0.3700574
0.5789421
0.66938376
0.34080037
0.70563614
0.28706953
0.7849968
0.38685825
0.92841196
0.7828643
0.7509168
0.7827447
0.7574737
0.38572225
0.5740793
0.47018495
0.21438536
0.28523597
0.81148356
0.7506577
0.7215003
0.29187262
0.5481305
0.66240835
0.9139629
0.87384415
0.7203045
0.7517339
0.31417412
0.829819
0.8731266
0.52293926
0.2922114
0.62282765
0.83169246
0.37651467
0.7491629
0.9324777
0.8789661
0.79769206
0.8777503
0.19816247
0.6348254
0.8494898
0.8478555
0.9265187
0.8695192
0.31529018
0.58783084
0.638074
0.9091996
0.9134846
0.36236447
0.76614314
0.7746532
0.9541813
0.3657725
0.79111516
0.6363202
0.30129942
0.51317364
0.5952647
0.8473772
0.39893577
0.7696309
0.52822065
0.9462692
0.67026067
0.28702965
0.5770488
0.9179886
0.80133927
0.8321707
0.8796238
0.58547914
0.77776235
0.3246572
0.7277384
0.60443246
0.5315091
0.76066244
0.58109456
0.844029
0.8482342
0.8529377
0.613361
0.7526706
0.6569076
0.27158403
0.8521803
0.8042889
0.62336576
0.89357466
0.8952886
0.94921875
0.850247
0.8263314
0.8905851
0.9074458
0.8846062
0.9118104
0.8133371
0.8446667
0.2913943
0.74380183
0.28830516
0.8289421
0.28310347
0.042709664
0.79713416
0.643176
0.91986203
0.93769926
0.4127272
0.91135204
0.9223931
0.84803486
0.90178573
0.7928292
0.43297592
0.27333784
0.7199458
0.682657
0.6055883
0.7111567
0.76698023
0.79091597
0.8529775
0.26189813
0.73218274
0.44907925
0.856246
0.2741749
0.8402822
0.9254823
0.7899992
0.7233737
0.86882174
0.9200415
0.56232065
0.9107144
0.76048315
0.8105469
0.66503906
0.5254504
0.6148757
0.23991549
0.17879066
0.2793168
0.79241073
0.33195153
0.4274952
0.88464594
0.55251515
0.5436264
0.37637517
0.91230863
0.439772
0.8616869
0.4788345
0.21460459
0.20258689
0.22104193
0.2792371
0.7480269
0.58324695
0.8364756
0.86352044
0.41264752
0.90676814
0.19509327
0.7747729
0.9134248
0.684929
0.6067642
0.8048071
0.36680883
0.16113281
0.730688
0.4049944
0.31732303
0.41288665
0.3885523
0.90692765
0.7644691
0.8550303
0.84960943
0.5237763
0.7273995
0.85526943
0.83751196
0.70043445
0.49892378
0.8687621
0.41388315
0.6726922
0.5829879
0.6813616
0.1814214
0.6223095
0.55685985
0.9033601
0.925024
0.6319755
0.94533247
0.26783723
0.3920998
0.71530217
0.5501634
0.59101963
0.69923866
0.6807438
0.7351723
0.26787707
0.47427058
0.6333705
0.6955118
0.3693798
0.81933594
0.9392339
0.5770089
0.92701685
0.7410914
0.8121413
0.83898675
0.907107
0.47741953
0.65613043
0.80054206
0.77090645
0.80813545
0.24832588
0.65886074
0.92263234
0.6530413
0.7716239
0.16155134
0.31766182
0.824697
0.8075574
0.9782366
0.77387595
0.53810585
0.6010842
0.91109294
0.79868865
0.80195713
0.45159036
0.8501276
0.7503189
0.76881385
0.626136
0.27678573
0.59070075
0.65979743
0.8575216
0.21785316
0.28936145
0.7832629
0.6255381
0.78718907
0.20563616
0.7098015
0.3401427
0.8683833
0.3060228
0.9505541
0.5695153
0.8330477
0.64261794
0.8254145
0.83310753
0.61782527
0.6791096
0.79085624
0.5552654
0.34498566
0.60118383
0.37607622
0.6029775
0.84109926
0.8571628
0.78553486
0.8293208
0.88319117
0.8265705
0.93303573
0.41288662
0.57862324
0.5920958
0.3692004
0.46462452
0.9245855
0.8258729
0.41081393
0.52792174
0.19519292
0.753428
0.44493386
0.55225605
0.7979911
0.90268254
0.7767259
0.36868224
0.32344148
0.80953044
0.9169125
0.44102758
0.68333465
0.4288305
0.45912388
0.9325773
0.61553335
0.29655612
0.46811226
0.16444117
0.8510642
0.84351087
0.7658044
0.51781726
0.9010882
0.9446548
0.4225925
0.45202887
0.8913624
0.75302935
0.35281807
0.8840083
0.6209343
0.9316007
0.1822186
0.40517378
0.15334024
0.6573461
0.90455586
0.86162704
0.82214606
0.75344795
0.5908402
0.8719108
0.8926379
0.90579164
0.8432716
0.86322147
0.86794484
0.71747446
0.31626675
0.6964086
0.7277782
0.6332311
0.9370018
0.8249163
0.34893176
0.3000837
0.28447863
0.8292211
0.50396603
0.83585775
0.77022886
0.52150434
0.22833626
0.94782364
0.20135124
0.9608777
0.29950574
0.5384646
0.9023039
0.9038784
0.63376915
0.83569837
0.40814337
0.22417091
0.8970224
0.8623047
0.8876953
0.6271325
0.52760285
0.95085305
0.90896046
0.6842913
0.8961257
0.17508371
0.72596467
0.791195
0.5670042
0.6589007
0.86864233
0.530951
0.94911903
0.69521284
0.6391502
0.4969906
0.89012676
0.85666454
0.61702806
0.2303691
0.7884048
0.110012755
0.34474647
0.8090521
0.9516303
0.9472656
0.8119221
0.18375319
0.18618463
0.5616629
0.94461495
0.8061025
0.44884008
0.7728396
0.5350167
0.28976005
0.5083706
0.8142339
0.5237165
0.83270884
0.6238042
0.97618383
0.5610053
0.9138632
0.24738921
0.40413743
0.71821195
0.8733458
0.68821746
0.529257
0.55050224
0.6327726
0.8681442
0.26397082
0.6899114
0.83177215
0.66886556
0.78342235
0.32796556
0.9035396
0.08242985
0.8386878
0.58382493
0.5397401
0.2443997
0.9270368
0.8057039
0.8731067
0.80153865
0.87165177
0.7023078
0.91049504
0.8166853
0.61381936
0.3553691
0.9258411
0.7868902
0.88062024
0.82405925
0.5824896
0.643754
0.56469226
0.84857297
0.75173384
0.83185184
0.55414945
0.6591
0.91187024
0.79727364
0.85780054
0.7745137
0.19499362
0.8484932
0.8754184
0.8571628
0.93749994
0.3547114
0.8078563
0.27971536
0.8367148
0.34891182
0.076650195
0.30753747
0.2944037
0.80887276
0.46396685
0.8459223
0.8982183
0.58757174
0.9636878
0.2928691
0.29284918
0.3303173
0.5520368
0.37378427
0.56399477
0.884925
0.9159558
0.46261162
0.75027907
0.8441087
0.78298384
0.36557317
0.92153627
0.9570909
0.4044563
0.7923509
0.83872765
0.90734607
0.45737004
0.41535795
0.4365434
0.651407
0.50219226
0.89170116
0.77887833
0.24023438
0.7122529
0.94387764
0.42418686
0.6640027
0.88235414
0.50075734
0.72554606
0.59269375
0.5665657
0.5147282
0.81230074
0.51835537
0.3384088
0.7675582
0.5940091
0.52716434
0.2689533
0.8995935
0.3564453
0.28808594
0.58470184
0.7352719
0.68636394
0.75568
0.37262833
0.22881457
0.7436025
0.3058235
0.853117
0.6538385
0.80442846
0.23632812
0.8485331
0.8977798
0.40180564
0.447445
0.7228954
0.7630541
0.8312341
0.7484056
0.810228
0.07288345
0.9043568
0.675841
0.19419643
0.4806282
0.9227121
0.9413067
0.84775585
0.76684064
0.7938058
0.55191725
0.8016183
0.51120055
0.729273
0.2491231
0.6585818
0.7135682
0.3260523
0.6219308
0.63121814
0.3864198
0.87681365
0.3164262
0.6379942
0.81885767
0.601423
0.37067524
0.964505
0.7384207
0.80393016
0.8676261
0.8692801
0.79538023
0.76684076
0.66332513
0.40074936
0.70454
0.48718506
0.9187659
0.83848846
0.8458825
0.8811982
0.23529178
0.33655533
0.8115634
0.78485733
0.8556083
0.75745374
0.8554089
0.9621333
0.38819355
0.8803412
0.96438533
0.9305445
0.5376873
0.910535
0.32296315
0.7920121
0.6525032
0.90834266
0.8981983
0.34705836
0.5892259
0.5558235
0.78694993
0.4220743
0.8873764
0.15399793
0.8881338
0.9408083
0.88337046
0.2816685
0.8699976
0.66242826
0.38249362
0.35732222
0.31475207
0.71281093
0.6683475
0.46105707
0.47361287
0.80197704
0.8472577
0.81393504
0.73871964
0.09721779
0.74718994
0.9663584
0.92612
0.79290897
0.88267297
0.32623166
0.83308744
0.7161989
0.8752391
0.18676262
0.6491151
0.9011081
0.8162269
0.39267778
0.8933753
0.6195591
0.5055206
0.7762675
0.9024035
0.44961736
0.85397404
0.94094783
0.38994738
0.74206793
0.92837214
0.8215282
0.85770094
0.8753388
0.8698979
0.71637833
0.72536665
0.2599649
0.8898278
0.26098135
0.9285315
0.44373804
0.8220863
0.3651148
0.36643016
0.550024
0.9063098
0.88839287
0.24135046
0.95615435
0.9186464
0.8455835
0.6898119
0.78421956
0.89461106
0.7080875
0.3093112
0.71924824
0.75978553
0.5366709
0.43540737
0.7937061
0.91069436
0.26020408
0.17994659
0.7641103
0.67610013
0.892897
0.6083984
0.76484776
0.23070791
0.6555923
0.7567363
0.73973614
0.84474653
0.71008056
0.57304287
0.72002554
0.89022636
0.9230509
0.77128506
0.7499403
0.3128388
0.818758
0.53834504
0.35959426
0.24924268
0.73854035
0.72480863
0.8763353
0.38016182
0.71490353
0.9413066
0.5139509
0.7173549
0.6317363
0.32487643
0.7280373
0.83211094
0.50797194
0.7054767
0.88305175
0.77845985
0.88161665
0.7684351
0.816446
0.4638672
0.28643176
0.903699
0.80889267
0.8749202
0.763353
0.80542487
0.81361604
0.6140585
0.5242945
0.69515306
0.15569197
0.84697866
0.92986685
0.41081393
0.6204958
0.6010244
0.7622966
0.5035475
0.6181043
0.89879626
0.8459023
0.76951134
0.82174754
0.65475523
0.9124483
0.4369021
