NSS,IG,MSE,SIM,CC
-0.41280928872351563,-4.0583215781287635e-05,0.0,0.42030054330825806,0.0
-0.25124473629277605,-8.127149354598128e-05,2.5351059570747002e-36,0.5169403553009033,0.22793585267854816
0.40217599240039725,0.00018256802423744322,8.102749140952742e-36,0.8688018321990967,0.7392093531339649
1.673532002575654,-0.00010010649253318152,0.0,0.7583704590797424,-0.056419313034676864
-0.276951208601275,-0.00014487471679051322,2.1873848638571097e-40,0.5016741156578064,-0.09744123348571077
0.15450263417479007,0.002502398738883634,1.5053813431405858e-34,0.6467235684394836,0.7576710892196753
0.9862339010547174,0.2724584730697577,5.035144344073069e-25,0.8892498016357422,0.9242735726372342
0.4352345536809989,0.2203601919947267,4.700625881950676e-28,0.90238356590271,0.9677679283240451
1.9257280815987716e-25,-3.6773864858206035e-05,0.0,0.8756377696990967,0.9289480154320265
-0.03364814987486629,-5.466620935319873e-05,6.305843089461677e-44,0.7739356756210327,0.2668948030600552
0.7040262557442278,0.29252331664836434,4.029170099784096e-07,0.8785275220870972,0.8609155379542199
2.3617939767414198,0.0034049259448663996,3.626143300239499e-33,0.7321229577064514,0.4066203340207745
0.9039774912681429,0.3448718755683453,5.509896072137291e-19,0.9196230173110962,0.5603504811554691
-0.6035905797094491,0.30901390694901854,0.0002434032503515482,0.2506975531578064,0.0
-1.181884561150749e-23,-2.6737318320987955e-05,0.0,0.41960299015045166,0.0
1.4708752617084029,-9.28298387273112e-05,1.401298464324817e-45,0.7727200388908386,0.014791037839945353
-0.1298425881656083,-6.106624093878695e-05,0.0,0.7193678021430969,0.0789588122298288
203.591649031984,-7.56285786428971e-05,2.363268560347146e-38,0.2527303993701935,0.0
-0.507507534271854,0.1942812369565433,2.0,0.31823980808258057,0.0
-0.14886026358984467,0.5602335316306137,2.4024237084348765e-21,0.6089564561843872,-0.040831866687718016
0.4821325276408755,0.2562382447495803,8.723804611404445e-16,0.7756896018981934,0.6029946796637323
-0.05405226396034284,-5.050947132796954e-05,0.0,0.8229233622550964,-0.10145077185809234
0.6597296403610987,0.1816586309035048,1.9998927116394043,0.846181333065033,0.7361715009176889
-0.2932526282205309,0.0697329663280812,6.821528909076034e-29,0.5551857352256775,0.0
-0.40409431157007775,0.0024086287951392204,1.7833163983515835e-33,0.3978196680545807,0.0
-0.5863578915708069,0.0994420704990738,1.3877178376090087e-29,0.21779336035251617,0.0
0.6809056740300085,0.10045277902412435,2.4803721525741448e-19,0.8595743179321289,0.5466866948879755
23.910705614296344,-4.064332815030636e-05,1.5071301295444846e-39,0.48865991830825806,-0.041150416837096616
-0.5242770794373915,0.15510786386227016,3.172895496026943e-22,0.2754703462123871,0.0
14953.957909399502,-7.998308444008493e-05,8.659148126257393e-36,0.6226283311843872,0.0
-0.28887919819444785,-0.0001281555355116284,3.2620826951017417e-41,0.5544682741165161,-0.26324082237114776
0.3201881615580837,0.24644124987647295,2.482414800518487e-30,0.8777303695678711,0.9472180341984028
-0.05049308856580487,0.021457952192551286,1.0626236183552016e-31,0.7017498016357422,0.5620068297102493
-0.4625155252174484,0.22183886765725774,3.917016249671654e-24,0.2716238796710968,0.0
0.4034945770736729,0.46915531207743005,1.224976070468964e-17,0.9288305640220642,0.9449359773663562
0.24577663666258273,0.5588996951756946,4.2805572775250766e-07,0.8131775856018066,0.6409846117292245
-1.0514580671613284e-23,-3.441440033397717e-05,0.0,0.4562738835811615,0.0
-0.4657140413694741,0.19180555744452085,1.999837875366211,0.3472377359867096,0.0
0.6070557756237237,0.39169618640416626,1.613762631147488e-21,0.9093790054321289,0.9544151435449748
87.36122164374612,-5.501856124167015e-05,3.1915973823462034e-41,0.7268614768981934,0.0
12.38165201749736,0.0201754742593358,5.462628770698541e-22,0.4850127398967743,-0.08783924574436448
0.9124540277881461,0.37354268730401696,1.0151242368131398e-17,0.7930683493614197,0.5841534468901014
1.107380646762663,0.1659423500249095,1.036088914371337e-16,0.6525431275367737,0.5151036086238066
1.1121529174301543,0.16929735309857344,9.196977655373633e-19,0.8372529745101929,0.6128403574862753
1.0668487069424646,-9.160538254944723e-05,0.0,0.9248645305633545,0.7369414662821875
-0.6127746164129091,-4.672238065336295e-05,4.932052113991556e-40,0.22353316843509674,0.0
115.9629865958802,-6.798982472634322e-05,2.3401684354224445e-43,0.2739357352256775,0.0
21.02169179715681,-8.872925097513934e-05,0.0,0.5204480290412903,-0.2530253455124684
-0.24420036643639104,0.0001584464725494402,1.855528393855039e-34,0.46787306666374207,0.5238603359766187
6.984011489906872,0.00031422633675148387,3.130654798952643e-33,0.4279536008834839,-0.19471633453686013
1.0035805329292649,-3.579092497950092e-05,0.0,0.7059749364852905,0.5304417369792817
-0.11991666148516644,0.1331034422069245,3.0285297518644337e-19,0.7319236397743225,0.455732753144856
-0.5997564600506248,0.163282285544925,4.72978927426889e-19,0.2495814859867096,0.0
-0.5669011753756157,0.1718509357432383,0.006277401000261307,0.24131058156490326,0.0
2.046575685616044,-7.659431104767761e-05,1.401298464324817e-45,0.8243383169174194,0.2462018326874167
2.1858127757921326,0.05742864643714328,2.0664211412264404e-27,0.6936383843421936,0.34934761012731247
-0.5288024298638181,-5.384554108469005e-05,0.0,0.2582908272743225,0.0
-0.45160524529036133,-8.190093050797895e-05,0.0,0.2850765287876129,0.0
-0.3310874404599488,0.16876966297053198,6.372094265206596e-22,0.6051897406578064,0.0
