NSS,IG,MSE,SIM,CC
0.6861789493912369,0.0815985685110187,1.999985694885254,0.7526108026504517,0.6279493329018334
0.9748296335302371,0.18016633184563852,1.9999985694885254,0.58589768409729,0.7055740493522599
0.9729858079114532,0.29900641534271916,0.0028740265406668186,0.8573620319366455,0.7729784597620158
0.9235442798183103,0.24777338897524734,0.01041199080646038,0.5835260152816772,0.685341778741802
0.656496070596448,0.08886417864367853,2.0,0.8012396097183228,0.6261444051773951
0.7257861562191146,0.3186322328980621,0.747983992099762,0.8420957922935486,0.6467461162327685
0.4153368411218263,0.23532080570354352,0.20301459729671478,0.8135563731193542,0.5527464378823979
0.44219592631555493,0.1876178966754009,0.0,0.7560985088348389,0.4560945246694268
0.32314844288929634,0.17224662304006572,1.9493707418441772,0.6261957287788391,0.26590602045552997
0.6051351185706378,-0.030654152746046173,0.0,0.7643096446990967,0.6372470242807095
0.48140187703233556,0.03264494742113406,8.706222729415458e-07,0.8070391416549683,0.4194989225801454
0.6100344343765686,0.13817069852136232,0.8730689287185669,0.881257951259613,0.7839022510432687
0.49359987371339076,0.15963517483618966,0.0,0.8394252061843872,0.4907901804554887
1.0518807499683227,0.15832725720858012,2.0,0.6986408233642578,0.7436821932495894
0.17212308967252213,0.04990753286363125,0.025582430884242058,0.5204281210899353,0.23895100998332844
0.8658215352203662,0.017597359153063347,2.0,0.8238000869750977,0.7062950175937248
0.7440298607324042,-0.09729362288591012,0.0,0.7689732313156128,0.7742815525549827
0.41864668366351016,0.12814533156112437,1.6424195766448975,0.8254743218421936,0.4052617089116188
0.9273464336075974,0.22604607998252854,1.9999942779541016,0.7179328799247742,0.6423166087745094
0.5475108723458968,0.30616842492949753,1.9999419450759888,0.7432039380073547,0.4780537453010735
0.6863311382746587,0.27031037247047013,8.244640835667439e-21,0.8708147406578064,0.6503962941968777
1.1221972747987494,0.056406472892311654,6.173468631333455e-19,0.7142458558082581,0.8014150129368176
0.7349158352924855,0.07727588755323991,1.9305956363677979,0.8170241117477417,0.5123519411499348
0.9482440367121191,0.11302649376245096,1.999815583229065,0.8484335541725159,0.7952654372393527
0.6180688577014685,0.17969319776198772,1.6420915126800537,0.7825453877449036,0.5616595572227884
0.7385622496688058,-0.10691029108283479,0.0,0.8409000039100647,0.6466971364681926
1.086195550819918,0.14557544103253142,2.0,0.5833266973495483,0.7986155366206656
0.7044061113738113,-0.11715602471578193,0.0,0.7648677229881287,0.752794139494149
1.0562107966123808,0.11348514826740555,2.0,0.7614198327064514,0.8251119264817868
0.8029652977549914,0.0961330080923924,0.0,0.909737765789032,0.6509764880034129
1.0350500240567153,0.17707469047846114,2.0,0.6233258247375488,0.7347902697784807
0.5164332051607264,0.3260956267209264,0.00010307945194654167,0.8537348508834839,0.5709897596273121
0.3166464959233293,0.11881726820351439,0.22592750191688538,0.9184868335723877,0.3455993345177733
0.18633082192024542,0.34478217512255216,1.4277625879218158e-26,0.6682477593421936,0.1991359766603135
0.5236338917510943,0.008699776671464782,2.028146611126704e-35,0.7655651569366455,0.4936914065270279
0.7604972790082137,0.3123185001354807,1.106764793395996,0.7366271018981934,0.6983604904000288
0.2139284733505734,0.07417482724553806,1.0317059755325317,0.8822544813156128,0.21330947804978997
