NSS,IG,MSE,SIM,CC
0.6950231686708036,0.20409317862651236,1.9212360382080078,0.9141622185707092,0.6593966585246125
0.7354511817054351,-0.04264145435586319,1.545959234237671,0.6204161047935486,0.6383068025478393
0.796178848497129,0.21456006286093357,1.9999840259552002,0.8660714626312256,0.5642541749512936
0.6742196285840284,0.09631591710021484,5.005729235563194e-06,0.5507413744926453,0.4797424972366391
0.6535352202990413,-0.010938957073222875,2.0,0.7886838316917419,0.6289798933098408
0.6636754636003271,0.1684404059057388,1.9999278783798218,0.823381781578064,0.5152274124048665
0.20151599907352769,0.1574969961722443,0.9907618165016174,0.7908163666725159,0.32900741968510827
0.3751802456089717,0.1986551390237929,5.605193857299268e-45,0.774812638759613,0.4101997076251261
0.3215227901133204,0.21567419558582165,2.0,0.5927934050559998,0.20766309481500317
0.6714414432758744,-0.02432251800613841,0.0,0.7763472199440002,0.7536336689276669
0.2644063889100556,-0.030438989923626102,0.0013462660135701299,0.6413823962211609,0.2635373013775504
0.5204669578450899,0.2436468605955951,0.7714490294456482,0.7092434167861938,0.7033506236904872
0.3373675907685189,0.07164298297564614,1.0799179077148438,0.6726124286651611,0.3664305863037844
0.9422223484556965,0.14014591256158812,2.0,0.7044802308082581,0.7668585546552887
0.11746428251774826,0.1375938214361647,1.5847828388214111,0.7455955743789673,0.20071204126900152
0.891222190118546,0.12517749786361382,2.0,0.7341757416725159,0.7284281554434813
0.7206242104664634,-0.040995114346489565,0.0,0.8263113498687744,0.6752111346999004
0.5138466646729997,0.15501599109975583,1.7202446460723877,0.8333266973495483,0.5162863964586766
0.7701205595657654,0.08668494185163157,1.9981744289398193,0.8880142569541931,0.5172813068582767
0.36883021062870075,0.17988220156877407,2.0,0.8850645422935486,0.2939656693181857
0.6605963627648282,0.2991888035788128,1.6527526417765837e-13,0.7952606081962585,0.6471351010117821
1.0990482104821124,0.15220342594840636,6.619926315723618e-37,0.6257971525192261,0.7140812777883032
0.6455434382783733,-0.006506933903557324,1.9654942750930786,0.7982900738716125,0.43161826864825154
